campaign_id,channel,campaign_type,spend,impressions,clicks,leads_generated,conversions,CAC,ROI,campaign_date
CAM-00276,Partner,Lead Gen,10838.48,761833,39321,4872,876,11.33,637235.2,2025-05-05
CAM-00277,Cold Outbound,Product Launch,3999.68,120657,2701,60,10,510.56,11797.9,2022-01-28
CAM-00278,Retargeting,Brand Awareness,5109.16,162103,11204,651,33,201.17,11211.1,2025-06-03
CAM-00279,Cold Outbound,Product Launch,5716.37,213837,3353,52,9,533.13,10721.7,2022-02-11
CAM-00280,LinkedIn,Re-engagement,18564.16,1368710,14493,500,70,265.86,15381.5,2022-03-28
CAM-00281,Webinar,Brand Awareness,5882.57,111188,16734,970,117,64.53,29752.3,2022-07-16
CAM-00282,LinkedIn,Brand Awareness,24458.91,1191664,15109,303,23,1047.9,6062.5,2022-05-28
CAM-00283,Partner,Brand Awareness,7651.31,229941,15179,1389,118,80.41,70765.8,2024-02-18
CAM-00284,Retargeting,Account-Based,10330.19,493405,17306,1194,138,91.1,37677.6,2023-05-02
CAM-00285,Cold Outbound,Nurture,5219.62,374850,5825,98,14,463.43,18618.1,2025-06-06
CAM-00286,Google Ads,Re-engagement,11438.34,912739,31703,2187,250,37.79,161025.2,2024-03-23
CAM-00287,Events,Account-Based,18881.78,329705,91001,7255,747,25.63,233338.3,2024-07-01
CAM-00288,LinkedIn,Re-engagement,6681.84,469524,5557,109,7,799.56,5147.1,2025-08-02
CAM-00289,Google Ads,Product Launch,38438.52,2285998,126056,7275,535,61.35,93414.7,2025-09-24
CAM-00290,Google Ads,Product Launch,14478.87,1014347,39386,2614,384,45.13,108630.2,2025-03-05
CAM-00291,LinkedIn,Account-Based,16501.89,622657,4346,137,8,1986.54,1497.2,2025-05-20
CAM-00292,Events,Account-Based,77006.25,4843296,1187590,89436,17613,4.74,838899.4,2025-01-06
CAM-00293,Webinar,Account-Based,4052.65,43235,6099,380,35,135.95,28915.4,2023-04-11
CAM-00294,Content/SEO,Product Launch,1041.32,15558,748,25,1,1051.15,5136.4,2022-08-27
CAM-00295,Retargeting,Brand Awareness,16527.22,1130323,56253,3544,670,27.57,64806.7,2024-06-21
CAM-00296,Content/SEO,Re-engagement,5875.95,70744,3488,145,20,356.31,5811.2,2024-05-03
CAM-00297,Content/SEO,Account-Based,2231.04,51211,3137,102,11,224.99,13182.8,2022-05-01
CAM-00298,Cold Outbound,Lead Gen,4337.32,314883,4787,118,20,270.77,34659.6,2024-09-09
CAM-00299,LinkedIn,Brand Awareness,6182.76,80030,558,10,0,6160.48,-100.0,2023-10-13
CAM-00300,Retargeting,Re-engagement,16981.54,852238,49053,4079,236,80.28,37430.5,2022-03-18
CAM-00301,Webinar,Account-Based,2873.88,61937,5729,521,54,46.37,36810.0,2024-04-01
CAM-00302,LinkedIn,Upsell,16600.34,355247,2871,65,11,1408.18,4184.1,2023-03-09
CAM-00303,Email,Account-Based,3790.1,101354,3609,103,8,386.38,11813.6,2023-11-16
CAM-00304,Partner,Re-engagement,8708.42,638761,44012,4020,710,10.32,593124.4,2023-07-04
CAM-00305,Email,Lead Gen,1550.5,37533,655,33,5,346.08,17680.3,2024-04-15
CAM-00306,Cold Outbound,Account-Based,3566.94,278270,3869,84,5,884.16,4977.8,2024-05-27
CAM-00307,Google Ads,Account-Based,26887.52,743133,33215,2123,225,116.08,43706.7,2022-04-08
CAM-00308,LinkedIn,Upsell,19373.46,969973,8032,195,23,749.44,5042.8,2022-06-28
CAM-00309,Webinar,Account-Based,6993.34,101908,17528,1024,65,105.33,44842.5,2024-05-23
CAM-00310,Partner,Upsell,10546.01,116268,8226,666,84,113.56,33861.0,2025-03-20
CAM-00311,LinkedIn,Lead Gen,22655.39,1322951,12111,347,49,534.97,6396.0,2025-08-07
CAM-00312,LinkedIn,Lead Gen,10068.82,543703,6815,143,23,357.41,7940.1,2022-05-29
CAM-00313,LinkedIn,Lead Gen,9470.17,494053,3779,91,17,618.1,10611.7,2023-12-06
CAM-00314,Partner,Lead Gen,9673.13,770723,30621,3458,666,16.54,486119.8,2022-01-22
CAM-00315,Cold Outbound,Brand Awareness,1105.58,84397,1345,32,5,212.83,20526.8,2025-10-31
CAM-00316,Google Ads,Brand Awareness,18083.95,985469,46523,2927,347,63.88,117361.0,2022-02-08
CAM-00317,Events,Re-engagement,21022.89,1137787,339520,31124,5963,4.2,1452007.1,2022-07-15
CAM-00318,Partner,Account-Based,2202.52,174156,14899,1867,323,8.59,495018.9,2022-06-28
CAM-00319,LinkedIn,Re-engagement,21747.71,1120971,10989,236,29,862.46,10272.1,2023-03-12
CAM-00320,Cold Outbound,Product Launch,7351.95,262545,3992,63,9,701.73,8286.6,2024-06-03
CAM-00321,LinkedIn,Lead Gen,10832.49,492565,2672,77,4,2201.64,919.7,2023-04-11
CAM-00322,Partner,Product Launch,5551.01,190163,13792,1029,69,79.86,84865.5,2022-04-03
CAM-00323,Cold Outbound,Upsell,8102.92,493535,4872,100,7,1204.4,2532.1,2025-06-04
CAM-00324,Cold Outbound,Product Launch,7224.13,346287,4337,88,4,1910.66,2477.2,2024-09-04
CAM-00325,Cold Outbound,Upsell,2820.62,122906,2150,34,5,502.1,3706.5,2022-01-24
CAM-00326,Events,Brand Awareness,67168.92,2939995,861213,67772,9073,8.44,1001858.4,2025-06-13
CAM-00327,Retargeting,Product Launch,5263.48,239007,8651,640,59,96.13,55462.3,2022-10-29
CAM-00328,Events,Brand Awareness,48948.15,3720900,1009323,52657,8370,5.7,948108.7,2022-04-11
CAM-00329,Google Ads,Upsell,11025.99,218300,6477,428,51,199.2,33818.0,2023-05-19
CAM-00330,Partner,Product Launch,7563.32,332331,24141,1953,184,42.61,51925.5,2024-09-13
CAM-00331,Webinar,Re-engagement,7531.63,308335,52102,5832,831,7.74,541255.2,2023-08-26
CAM-00332,Partner,Nurture,2479.98,88987,6934,559,70,39.96,93626.0,2022-03-12
CAM-00333,Events,Lead Gen,44713.99,893021,247111,19291,996,49.31,87697.9,2025-08-15
CAM-00334,Content/SEO,Nurture,4321.79,138376,9796,402,54,65.25,88881.6,2023-08-19
CAM-00335,Retargeting,Account-Based,5394.22,149955,4725,283,36,135.56,51927.2,2024-01-12
CAM-00336,Events,Account-Based,32381.89,2388635,513439,45390,6643,5.36,309875.5,2022-08-26
CAM-00337,Events,Re-engagement,74020.98,3969454,1015010,55743,3971,15.08,298834.0,2023-09-09
CAM-00338,Webinar,Lead Gen,7382.49,345873,42281,4464,318,23.08,321091.5,2025-08-30
CAM-00339,Events,Nurture,22420.3,1331005,316984,20326,2525,10.4,450592.7,2023-10-12
CAM-00340,Content/SEO,Product Launch,4913.97,253731,16844,475,62,93.98,21324.5,2024-04-02
CAM-00341,Email,Account-Based,1673.28,28954,925,36,5,291.24,11967.9,2024-09-16
CAM-00342,LinkedIn,Re-engagement,16414.21,536284,3890,75,11,1385.66,3467.8,2024-03-30
CAM-00343,Webinar,Nurture,1047.75,46700,8657,757,42,28.47,241322.2,2025-06-12
CAM-00344,LinkedIn,Account-Based,16401.1,1119081,12470,315,39,521.23,11106.0,2022-08-29
CAM-00345,Retargeting,Brand Awareness,6277.06,472978,29991,1374,177,37.25,56655.2,2022-05-23
CAM-00346,Retargeting,Nurture,11893.76,713686,40899,3720,210,64.95,134711.0,2022-02-04
CAM-00347,Partner,Account-Based,4616.3,49530,4348,487,44,110.78,70738.8,2025-11-23
CAM-00348,Events,Upsell,48966.93,1038125,205691,17227,2648,20.42,255984.3,2022-07-06
CAM-00349,Webinar,Brand Awareness,1429.25,101924,12280,1365,217,5.38,305636.3,2022-08-06
CAM-00350,Cold Outbound,Lead Gen,6242.64,87497,889,11,2,3578.02,2255.1,2024-09-04
CAM-00351,Email,Lead Gen,3572.52,222959,5020,197,36,105.49,35693.8,2022-04-05
CAM-00352,Content/SEO,Product Launch,4097.15,315203,25518,586,85,62.31,67718.6,2023-04-15
CAM-00353,Cold Outbound,Lead Gen,7226.82,491660,5479,83,14,625.3,2940.5,2023-06-14
CAM-00354,Webinar,Nurture,1094.12,58738,11125,699,86,12.51,120431.2,2022-09-17
CAM-00355,LinkedIn,Brand Awareness,17878.32,342308,1954,40,3,6702.83,843.0,2024-03-11
CAM-00356,Webinar,Lead Gen,1928.4,103658,19721,1423,142,11.43,509714.9,2023-02-12
CAM-00357,Events,Brand Awareness,46316.56,1819441,370699,22120,2055,19.11,242193.4,2023-05-22
CAM-00358,Partner,Account-Based,13416.27,1059197,89149,6812,1283,13.36,664508.0,2025-10-14
CAM-00359,Google Ads,Account-Based,25484.73,543155,16358,748,110,216.42,16296.1,2024-02-27
CAM-00360,Retargeting,Brand Awareness,16802.69,1149975,79025,6190,1008,19.55,473909.0,2024-05-18
CAM-00361,Google Ads,Nurture,15151.35,593460,21112,1361,86,151.32,31187.5,2023-11-05
CAM-00362,Content/SEO,Re-engagement,4350.19,151849,9242,373,62,91.1,101873.5,2024-12-18
CAM-00363,Events,Brand Awareness,45201.95,2477141,790204,52930,6560,6.01,454182.0,2022-10-18
CAM-00364,Email,Brand Awareness,2575.79,204357,7208,276,15,171.61,25254.3,2022-04-14
CAM-00365,Events,Brand Awareness,68930.51,853900,126272,8548,1022,70.83,112513.4,2022-10-29
CAM-00366,Retargeting,Re-engagement,12350.58,149151,8429,455,62,178.38,20635.7,2022-05-17
CAM-00367,Email,Product Launch,3119.91,211943,7243,291,31,97.44,73774.3,2023-02-12
CAM-00368,Webinar,Lead Gen,2161.35,24712,2078,165,10,277.04,7522.1,2022-10-04
CAM-00369,Partner,Upsell,14440.96,665794,27977,3349,228,54.53,97672.6,2025-11-02
CAM-00370,Google Ads,Nurture,39672.01,2528469,116096,6088,700,60.8,93371.1,2024-08-31
CAM-00371,Retargeting,Account-Based,4046.91,323309,20403,1332,83,50.34,113602.4,2025-07-12
CAM-00372,Events,Account-Based,27362.84,1477486,208239,19682,3273,8.59,742397.6,2024-06-14
CAM-00373,Cold Outbound,Re-engagement,7371.88,356157,8365,165,28,265.51,14902.5,2024-01-20
CAM-00374,Email,Upsell,4544.06,274114,8969,259,24,176.55,24152.7,2022-01-11
CAM-00375,Events,Nurture,76399.67,2379248,437542,21546,2953,26.11,145689.1,2024-04-07
CAM-00376,Retargeting,Brand Awareness,7169.9,459261,25724,1355,126,71.87,54105.4,2023-03-12
CAM-00377,LinkedIn,Account-Based,15430.57,240193,2484,77,9,1715.16,1231.1,2025-03-05
CAM-00378,Partner,Brand Awareness,6708.39,305130,23959,1647,308,25.94,194455.9,2022-04-16
CAM-00379,Retargeting,Lead Gen,8968.23,302258,19103,1184,137,75.45,90580.2,2022-07-03
CAM-00380,Events,Account-Based,16862.79,437327,62275,3140,492,33.58,99214.9,2025-11-21
CAM-00381,Content/SEO,Upsell,4551.25,237956,16559,624,60,88.16,83182.1,2023-04-12
CAM-00382,Google Ads,Account-Based,33616.6,2480769,96212,3824,759,56.29,128508.3,2024-10-06
CAM-00383,Partner,Account-Based,5232.96,98551,4654,537,42,128.96,27453.2,2024-03-27
CAM-00384,Events,Lead Gen,56601.18,1129334,220126,11922,1578,43.91,141126.4,2023-09-10
CAM-00385,Webinar,Re-engagement,5372.69,280426,44279,3042,540,9.45,762299.2,2025-10-04
CAM-00386,Retargeting,Brand Awareness,8705.73,394311,18115,1271,226,37.2,177829.9,2023-09-27
CAM-00387,Partner,Upsell,6379.46,177633,12658,854,57,93.38,35458.7,2022-09-07
CAM-00388,Retargeting,Account-Based,7041.81,290884,15084,1291,115,55.37,80407.8,2023-10-16
CAM-00389,Cold Outbound,Nurture,6004.85,73336,700,17,1,7253.89,687.4,2024-04-23
CAM-00390,Retargeting,Product Launch,15446.65,732135,34356,2735,368,46.0,134612.4,2025-07-24
CAM-00391,Google Ads,Account-Based,33240.62,2085150,47849,3341,518,79.52,101727.8,2025-08-31
CAM-00392,Cold Outbound,Account-Based,3638.64,48778,1022,14,2,1522.85,2060.6,2025-12-22
CAM-00393,Email,Upsell,4647.98,187863,3558,122,13,295.29,11768.0,2022-05-23
CAM-00394,Partner,Re-engagement,12105.96,289384,22664,2133,342,29.41,185170.7,2025-12-10
CAM-00395,Events,Account-Based,18940.55,1223991,173309,9422,1568,14.36,139123.3,2025-06-29
CAM-00396,Email,Nurture,751.83,42919,1446,51,5,191.32,47901.2,2024-12-27
CAM-00397,Partner,Account-Based,3509.51,257190,12099,1168,114,33.64,80080.7,2024-03-22
CAM-00398,Events,Account-Based,28428.05,1149585,223477,12731,2093,17.19,367277.6,2024-03-13
CAM-00399,Google Ads,Nurture,16156.99,860867,24457,1257,169,97.25,16692.9,2024-10-21
CAM-00400,Google Ads,Lead Gen,21564.88,1237885,59511,3378,380,52.06,98244.2,2023-03-26
CAM-00401,Events,Nurture,13429.8,1060257,319236,22768,3101,5.06,1790641.7,2024-07-29
CAM-00402,Cold Outbound,Lead Gen,9341.45,507532,9318,183,36,330.68,27653.5,2023-06-05
CAM-00403,Partner,Re-engagement,5367.94,316807,16533,1287,242,22.71,129435.0,2025-07-03
CAM-00404,Partner,Upsell,2440.17,33279,1215,146,18,135.36,23091.4,2025-04-17
CAM-00405,LinkedIn,Nurture,3694.16,107327,795,16,1,3387.38,1411.2,2022-09-17
CAM-00406,Cold Outbound,Brand Awareness,3179.08,163390,1578,20,1,2810.51,2331.7,2023-11-26
CAM-00407,Events,Product Launch,11074.49,219718,43334,3742,593,24.03,108449.8,2024-07-07
CAM-00408,Webinar,Upsell,7483.93,474431,39158,3767,617,14.34,130044.0,2025-08-20
CAM-00409,Partner,Nurture,11260.55,344085,20041,2044,212,66.05,109586.3,2022-08-31
CAM-00410,Cold Outbound,Account-Based,8058.1,296438,4020,62,10,1043.28,8584.1,2024-12-04
CAM-00411,Email,Re-engagement,2804.45,36781,653,33,2,1315.81,4994.2,2022-01-19
CAM-00412,Cold Outbound,Account-Based,7779.2,271899,4930,122,8,1098.65,6563.2,2025-11-19
CAM-00413,Google Ads,Account-Based,8466.56,195816,6044,237,39,206.13,19100.3,2025-03-24
CAM-00414,Cold Outbound,Upsell,4294.89,172532,3225,69,10,401.7,8684.8,2023-12-08
CAM-00415,Cold Outbound,Upsell,4838.85,312043,4621,60,10,598.56,14332.8,2025-01-04
CAM-00416,Webinar,Product Launch,6921.25,391348,67904,4130,212,37.96,183629.8,2022-01-06
CAM-00417,Google Ads,Upsell,38037.31,2099771,110405,5377,659,58.14,64264.7,2023-09-09
CAM-00418,Events,Lead Gen,67741.05,4262853,730132,69285,5111,14.96,460190.4,2023-08-14
CAM-00419,Webinar,Product Launch,1175.37,69309,11396,736,65,17.8,162032.5,2024-08-05
CAM-00420,Email,Brand Awareness,1352.84,15424,244,9,1,1624.26,1029.4,2024-06-01
CAM-00421,Google Ads,Brand Awareness,17746.99,793644,22008,1550,249,59.37,39608.7,2023-09-30
CAM-00422,Cold Outbound,Brand Awareness,1671.97,28426,543,7,0,2095.06,-100.0,2023-02-05
CAM-00423,Partner,Nurture,7682.41,113841,6757,840,128,52.4,65197.0,2025-05-02
CAM-00424,Webinar,Re-engagement,4931.47,200142,22943,2028,132,30.35,89566.5,2024-10-01
CAM-00425,Partner,Re-engagement,6697.83,286799,14220,1041,146,37.82,32623.8,2022-08-25
CAM-00426,LinkedIn,Re-engagement,13016.29,829146,9831,299,47,338.19,23974.3,2023-06-06
CAM-00427,Retargeting,Lead Gen,5589.77,236712,10240,793,76,59.68,50000.1,2025-05-15
CAM-00428,Email,Account-Based,3939.82,63770,2051,108,7,501.08,13565.9,2024-07-13
CAM-00429,Email,Brand Awareness,2235.98,150491,2774,128,18,161.41,38470.3,2023-10-29
CAM-00430,LinkedIn,Lead Gen,11620.73,555101,6807,233,34,326.59,13055.3,2024-01-30
CAM-00431,Retargeting,Lead Gen,5542.02,283597,17800,1159,98,70.03,81183.6,2023-08-17
CAM-00432,Google Ads,Re-engagement,7179.22,550329,13845,641,78,89.16,81408.3,2023-08-29
CAM-00433,Webinar,Account-Based,5080.82,198670,19983,1620,289,16.14,317851.6,2023-03-19
CAM-00434,Cold Outbound,Upsell,9712.09,371228,7267,157,13,667.15,1929.8,2024-11-28
CAM-00435,Partner,Product Launch,5904.97,351408,15311,1053,72,88.69,69369.0,2024-02-02
CAM-00436,Google Ads,Re-engagement,18153.27,941009,49046,2307,427,42.1,39397.7,2025-12-21
CAM-00437,Cold Outbound,Re-engagement,4901.28,159226,3176,71,13,462.09,9285.0,2025-07-06
CAM-00438,Content/SEO,Account-Based,4165.77,161661,7972,256,27,138.12,24525.6,2023-05-11
CAM-00439,Partner,Brand Awareness,10587.78,678314,48139,4929,291,40.22,201716.0,2023-03-09
CAM-00440,Google Ads,Upsell,32394.75,877019,42423,2132,416,90.34,30311.0,2023-07-17
CAM-00441,Retargeting,Upsell,12704.09,706890,26929,1824,279,57.71,40909.1,2023-01-31
CAM-00442,Partner,Nurture,6449.75,320254,15722,1756,298,27.42,287506.9,2024-12-04
CAM-00443,Google Ads,Re-engagement,23101.52,957121,30845,1329,142,136.54,21434.0,2025-03-07
CAM-00444,Content/SEO,Upsell,2742.12,34042,2560,103,5,551.62,8924.2,2024-09-25
CAM-00445,Webinar,Re-engagement,6163.6,80909,7305,459,51,112.5,33302.3,2022-05-16
CAM-00446,Events,Product Launch,50385.77,3443300,497300,43219,2277,22.5,275479.6,2022-09-08
CAM-00447,LinkedIn,Upsell,17220.16,580435,4852,129,16,1177.17,7006.8,2024-03-23
CAM-00448,Google Ads,Re-engagement,14101.33,889114,26521,1200,95,127.14,30047.3,2024-04-17
CAM-00449,Google Ads,Nurture,26471.6,1491779,48595,3343,406,72.35,39041.9,2023-07-01
CAM-00450,Google Ads,Lead Gen,9872.94,387926,20634,1167,132,76.26,47876.8,2025-01-21
CAM-00451,Webinar,Nurture,4566.25,239067,29547,3229,482,10.84,686686.7,2022-01-30
CAM-00452,Retargeting,Upsell,10266.99,203322,11686,800,98,95.4,49823.9,2023-09-18
CAM-00453,Retargeting,Account-Based,7909.1,427518,28037,2050,397,23.48,303213.0,2025-12-26
CAM-00454,Retargeting,Upsell,12477.36,876293,44722,2914,533,22.19,178049.8,2022-03-09
CAM-00455,LinkedIn,Product Launch,20666.61,820844,5215,123,22,805.14,3935.9,2024-11-30
CAM-00456,Retargeting,Product Launch,14006.99,990867,63242,5746,928,16.47,450376.8,2022-05-31
CAM-00457,LinkedIn,Upsell,21512.82,1224430,11444,329,23,1148.35,2776.7,2025-11-07
CAM-00458,Retargeting,Re-engagement,8772.75,127959,3631,249,31,240.1,16762.9,2024-05-15
CAM-00459,Content/SEO,Nurture,1903.73,76150,4293,164,26,66.16,27962.3,2024-01-12
CAM-00460,Partner,Product Launch,5000.75,221623,18023,2165,193,27.93,76490.7,2024-07-06
CAM-00461,LinkedIn,Account-Based,4135.76,166185,1485,43,6,696.64,6598.9,2025-10-28
CAM-00462,LinkedIn,Upsell,12072.61,636077,5362,176,31,334.12,7884.3,2022-02-26
CAM-00463,Google Ads,Nurture,36416.79,1858998,64789,3945,777,42.85,38088.1,2023-09-17
CAM-00464,Partner,Lead Gen,9469.3,534903,45258,3635,548,21.47,331529.2,2025-11-30
CAM-00465,Cold Outbound,Upsell,4546.29,46580,702,13,1,5031.21,1475.3,2025-02-14
CAM-00466,Cold Outbound,Account-Based,3843.06,120759,1706,29,1,3737.61,1049.0,2022-07-29
CAM-00467,Email,Nurture,1458.21,54293,1833,76,10,168.38,50789.0,2023-04-17
CAM-00468,Retargeting,Account-Based,11244.07,334077,10799,580,81,153.59,16275.1,2024-11-19
CAM-00469,Retargeting,Lead Gen,2626.14,175734,5032,381,74,39.11,99188.1,2024-02-04
CAM-00470,Cold Outbound,Brand Awareness,4051.2,299888,2894,53,3,1358.58,5589.5,2024-06-05
CAM-00471,Partner,Brand Awareness,8063.77,186852,11489,1063,116,65.87,89928.2,2025-06-07
CAM-00472,Partner,Brand Awareness,13720.83,172239,9863,1019,142,116.46,57299.8,2025-06-19
CAM-00473,Retargeting,Product Launch,14640.37,900794,27342,1771,316,37.7,33839.8,2023-04-21
CAM-00474,LinkedIn,Product Launch,5011.27,173749,861,22,1,6513.91,1409.3,2025-06-09
CAM-00475,Email,Brand Awareness,3965.38,201982,6419,280,47,86.51,70216.7,2022-06-19
CAM-00476,Email,Product Launch,4971.15,308412,7468,377,37,141.35,45970.3,2022-01-16
CAM-00477,Google Ads,Lead Gen,30310.88,949263,34259,2389,325,114.93,33780.6,2022-08-01
CAM-00478,Cold Outbound,Account-Based,5185.36,207519,4330,67,7,627.65,2180.5,2022-07-15
CAM-00479,Retargeting,Nurture,16918.35,1271592,61222,4368,257,64.52,51605.3,2024-11-03
CAM-00480,Content/SEO,Nurture,5384.36,163619,11498,288,14,495.37,13413.6,2025-09-30
CAM-00481,Events,Upsell,62874.85,1611353,424429,34800,5776,13.67,632328.8,2023-09-15
CAM-00482,Content/SEO,Upsell,2698.95,151853,8853,332,39,84.76,23799.6,2023-02-02
CAM-00483,Cold Outbound,Product Launch,6110.9,96332,914,20,3,2249.37,3818.9,2025-02-07
CAM-00484,Webinar,Account-Based,3742.48,179351,16292,1693,129,34.92,132111.7,2023-04-07
CAM-00485,Events,Account-Based,14893.19,499811,157989,11047,1117,13.67,288767.7,2024-02-27
CAM-00486,Google Ads,Brand Awareness,32688.51,1438408,43920,2841,252,123.1,16196.8,2025-07-06
CAM-00487,Content/SEO,Re-engagement,3044.37,108114,8943,256,28,136.63,17845.6,2025-01-15
CAM-00488,Cold Outbound,Upsell,8045.53,165977,2773,47,4,1987.77,1693.4,2024-07-17
CAM-00489,Retargeting,Re-engagement,14042.83,483210,31720,1762,263,52.74,87900.7,2022-12-23
CAM-00490,Events,Product Launch,16868.51,913291,123428,7770,569,24.17,74223.2,2024-12-23
CAM-00491,Google Ads,Upsell,29440.18,1445672,56044,2433,352,90.49,39207.0,2023-08-20
CAM-00492,Email,Brand Awareness,3219.45,190506,7251,353,53,60.98,53877.5,2022-08-27
CAM-00493,Partner,Nurture,3663.11,165044,9241,928,88,33.33,133302.3,2023-01-25
CAM-00494,LinkedIn,Upsell,23244.28,882361,11283,316,38,776.24,5138.9,2023-07-17
CAM-00495,Email,Upsell,4764.42,228267,8848,263,37,142.96,15163.5,2023-06-17
CAM-00496,Content/SEO,Brand Awareness,5379.67,333564,20799,852,138,45.82,73527.0,2024-04-16
CAM-00497,Email,Product Launch,3443.28,239584,6701,291,52,82.89,46350.8,2024-11-15
CAM-00498,Email,Brand Awareness,4432.59,310647,5264,285,23,172.09,16310.3,2024-12-08
CAM-00499,LinkedIn,Account-Based,10136.63,213886,1540,28,4,2381.23,2120.7,2022-10-03
CAM-00500,Cold Outbound,Re-engagement,8073.69,219464,4039,61,4,1972.84,1498.6,2022-01-09
CAM-00501,Google Ads,Product Launch,39527.91,2565483,131828,10108,2020,19.9,312837.7,2024-05-23
CAM-00502,Events,Product Launch,16576.35,1287453,268712,19463,2530,5.84,825752.5,2022-11-14
CAM-00503,Webinar,Product Launch,3151.65,75460,12398,1120,163,18.06,93730.8,2023-11-05
CAM-00504,Retargeting,Re-engagement,7532.39,265358,8748,424,25,250.51,16244.9,2022-07-26
CAM-00505,Webinar,Product Launch,5424.69,346304,51326,5559,1103,5.81,347260.1,2025-03-28
CAM-00506,Google Ads,Re-engagement,8048.57,136962,6682,380,32,225.53,16900.2,2022-08-09
CAM-00507,Webinar,Nurture,5779.69,88612,10069,1089,137,38.75,113260.4,2023-03-06
CAM-00508,Google Ads,Lead Gen,27060.72,314578,11624,515,47,525.05,11615.8,2024-05-21
CAM-00509,Email,Re-engagement,2006.64,128676,4868,165,22,90.14,34695.0,2025-02-01
CAM-00510,LinkedIn,Re-engagement,15127.78,478249,3298,103,11,1690.93,4952.8,2025-03-15
CAM-00511,Email,Brand Awareness,526.44,22653,818,41,7,69.82,81283.5,2025-02-14
CAM-00512,Events,Lead Gen,11483.07,593670,150513,14652,762,18.55,225673.5,2022-05-20
CAM-00513,Email,Account-Based,4160.89,85797,2488,126,10,474.89,4406.2,2023-09-15
CAM-00514,Email,Product Launch,1859.27,39373,721,37,2,830.42,6226.1,2022-02-23
CAM-00515,Email,Lead Gen,3376.36,245812,7049,268,14,223.18,11126.3,2022-09-15
CAM-00516,Webinar,Lead Gen,5540.58,361435,51230,3217,332,13.35,228709.9,2022-06-12
CAM-00517,Webinar,Lead Gen,5379.8,299145,41847,2902,270,17.73,260183.2,2024-01-23
CAM-00518,Cold Outbound,Re-engagement,4901.23,276756,3653,87,9,566.33,4008.9,2025-07-08
CAM-00519,LinkedIn,Account-Based,10567.29,454932,2472,60,10,978.73,2842.1,2022-08-16
CAM-00520,Google Ads,Re-engagement,37660.19,1251779,34941,1754,184,264.77,34761.2,2023-07-27
CAM-00521,Partner,Re-engagement,11824.53,455156,32906,2276,404,35.25,237242.6,2025-07-13
CAM-00522,Retargeting,Re-engagement,3879.53,115069,6836,611,76,41.56,37562.0,2022-03-03
CAM-00523,Content/SEO,Lead Gen,5568.39,175947,8024,255,32,207.14,27809.7,2022-12-22
CAM-00524,Partner,Re-engagement,14865.49,249102,19254,2116,394,35.24,129743.7,2023-12-22
CAM-00525,Retargeting,Product Launch,2690.21,159615,11287,907,116,19.76,114263.1,2025-03-04
CAM-00526,Partner,Lead Gen,14410.49,192304,8159,667,51,231.57,14486.6,2024-03-27
CAM-00527,Retargeting,Lead Gen,10026.15,773686,41197,3155,494,17.59,115021.7,2022-07-09
CAM-00528,LinkedIn,Re-engagement,22667.75,1506225,14533,310,41,685.24,6372.8,2025-10-07
CAM-00529,LinkedIn,Re-engagement,4116.95,281715,3318,64,8,419.05,13692.4,2025-04-23
CAM-00530,Email,Nurture,1089.02,31928,646,31,3,365.28,12506.6,2023-07-05
CAM-00531,Partner,Product Launch,7332.0,498568,35808,3912,436,16.08,252374.4,2024-11-10
CAM-00532,Content/SEO,Nurture,3879.46,265305,14116,527,49,72.56,57612.2,2025-03-10
CAM-00533,Events,Account-Based,27777.73,1467787,467702,40625,3017,7.54,208942.2,2025-01-28
CAM-00534,Content/SEO,Account-Based,879.81,24060,1640,52,2,406.68,9145.4,2022-12-29
CAM-00535,Email,Nurture,4945.22,141932,3229,111,11,445.95,10029.6,2023-02-27
CAM-00536,Google Ads,Product Launch,17964.55,513888,22214,1651,172,118.76,72235.0,2025-09-22
CAM-00537,Retargeting,Brand Awareness,6948.65,542116,34565,1879,165,51.61,164848.2,2022-12-25
CAM-00538,Content/SEO,Product Launch,5806.81,238496,10109,295,29,216.22,12078.8,2023-05-24
CAM-00539,Cold Outbound,Account-Based,3038.32,232698,5446,111,11,274.17,16913.9,2022-03-15
CAM-00540,LinkedIn,Lead Gen,17283.75,535868,5547,147,16,1235.69,2660.0,2023-06-29
CAM-00541,Events,Lead Gen,18783.17,697254,142254,6988,1013,16.14,234218.1,2023-09-13
CAM-00542,Retargeting,Product Launch,5286.27,139355,9419,526,89,65.77,112400.9,2025-01-29
CAM-00543,Google Ads,Brand Awareness,29907.1,1357219,40855,2606,495,70.04,33354.1,2022-12-02
CAM-00544,Events,Upsell,74078.41,4712227,1330159,75393,11391,6.16,1063845.3,2022-03-04
CAM-00545,Retargeting,Product Launch,15510.17,1082057,44018,2692,153,90.41,58761.7,2024-08-04
CAM-00546,Content/SEO,Upsell,1413.56,105670,8550,328,64,25.4,177929.8,2025-02-28
CAM-00547,Partner,Lead Gen,2335.05,136591,8358,908,95,29.96,205076.5,2025-11-22
CAM-00548,Webinar,Nurture,2062.24,100939,14272,1155,191,12.07,461262.0,2024-08-01
CAM-00549,LinkedIn,Lead Gen,19935.17,602837,3662,74,7,2535.9,2183.8,2025-07-17
CAM-00550,Retargeting,Lead Gen,14289.11,755842,20664,1839,249,63.06,106185.2,2023-06-16
