ticket_id,customer_id,issue_type,priority,created_date,resolution_time_hours,SLA_breach_flag,CSAT_score,escalation_flag
TKT-009496,CUS-09075,Account Access,Medium,2025-11-24,19.3,0,4.1,0
TKT-009497,CUS-04441,Integration Issue,Medium,2025-03-20,34.4,1,2.0,0
TKT-009498,CUS-08358,Feature Request,High,2022-04-20,10.5,1,2.0,1
TKT-009499,CUS-01781,Feature Request,Medium,2025-05-09,38.9,1,3.2,0
TKT-009500,CUS-01839,Performance,High,2025-10-03,12.3,1,3.3,1
TKT-009501,CUS-03212,Billing,Low,2025-10-04,29.0,0,4.3,0
TKT-009502,CUS-05379,Feature Request,Medium,2024-10-29,34.7,1,2.1,0
TKT-009503,CUS-04482,Feature Request,Medium,2024-12-26,52.8,1,3.7,1
TKT-009504,CUS-05272,Onboarding,High,2023-07-20,18.8,1,1.5,0
TKT-009505,CUS-08118,Account Access,Low,2023-05-01,168.4,1,3.4,1
TKT-009506,CUS-03739,Technical Bug,Low,2025-12-12,91.3,1,3.0,1
TKT-009507,CUS-08149,Technical Bug,High,2024-11-24,8.3,1,1.7,1
TKT-009508,CUS-07577,Account Access,Low,2025-04-12,34.8,0,3.1,0
TKT-009509,CUS-03286,Technical Bug,Low,2025-04-21,137.2,1,2.4,1
TKT-009510,CUS-00472,Reporting,Critical,2025-04-26,2.6,0,3.5,0
TKT-009511,CUS-04075,Account Access,High,2024-10-20,8.8,1,2.6,1
TKT-009512,CUS-04287,Account Access,High,2025-07-23,13.3,1,3.8,1
TKT-009513,CUS-01988,Billing,Medium,2022-01-05,46.8,1,2.1,0
TKT-009514,CUS-03062,Performance,Low,2024-07-21,144.8,1,3.1,1
TKT-009515,CUS-05935,Reporting,Medium,2023-12-27,25.0,1,1.0,1
TKT-009516,CUS-05045,Technical Bug,Low,2022-01-22,77.7,1,3.3,0
TKT-009517,CUS-04381,Reporting,Medium,2023-06-17,35.9,1,2.6,0
TKT-009518,CUS-09175,Billing,Medium,2023-01-21,31.6,1,3.4,1
TKT-009519,CUS-09366,Integration Issue,Medium,2024-06-22,28.7,1,2.8,1
TKT-009520,CUS-09297,Technical Bug,Medium,2024-11-12,1.2,0,4.0,0
TKT-009521,CUS-08067,Reporting,Medium,2024-12-31,33.0,1,3.4,0
TKT-009522,CUS-01389,Feature Request,Medium,2023-05-23,34.8,1,3.0,0
TKT-009523,CUS-09682,Account Access,Medium,2025-11-19,34.1,1,3.9,1
TKT-009524,CUS-04160,Onboarding,Medium,2025-07-24,31.9,1,2.1,0
TKT-009525,CUS-01121,Reporting,Medium,2025-04-10,42.4,1,2.5,1
TKT-009526,CUS-09125,Technical Bug,High,2024-05-06,2.2,0,4.2,0
TKT-009527,CUS-06836,Technical Bug,Low,2023-06-06,71.3,0,3.3,0
TKT-009528,CUS-09240,Account Access,Medium,2025-10-19,17.6,0,5.0,0
TKT-009529,CUS-02351,Reporting,Medium,2024-11-30,23.9,0,4.1,0
TKT-009530,CUS-03366,Onboarding,Low,2023-11-10,83.6,1,2.7,0
TKT-009531,CUS-07055,Reporting,Medium,2025-01-18,42.9,1,2.9,0
TKT-009532,CUS-06737,Reporting,High,2022-05-25,8.7,1,2.3,0
TKT-009533,CUS-06627,Billing,Low,2022-07-05,40.6,0,5.0,0
TKT-009534,CUS-00178,Account Access,Medium,2023-08-03,25.7,1,1.7,1
TKT-009535,CUS-06519,Reporting,High,2022-08-14,15.8,1,2.4,0
TKT-009536,CUS-02860,Technical Bug,Low,2022-07-14,171.5,1,2.1,0
TKT-009537,CUS-01747,Onboarding,Low,2022-12-03,147.8,1,2.6,0
TKT-009538,CUS-01080,Onboarding,Medium,2023-01-14,35.6,1,1.7,0
TKT-009539,CUS-09453,Billing,Low,2024-04-08,62.3,0,5.0,0
TKT-009540,CUS-07778,Performance,High,2022-10-10,9.4,1,3.0,0
TKT-009541,CUS-00337,Integration Issue,Medium,2024-04-25,4.4,0,3.3,0
TKT-009542,CUS-07646,Onboarding,Medium,2022-06-15,39.2,1,3.7,1
TKT-009543,CUS-07757,Billing,High,2024-11-07,6.7,0,4.2,0
TKT-009544,CUS-09520,Reporting,Low,2023-02-27,85.1,1,2.4,0
TKT-009545,CUS-03750,Integration Issue,Medium,2024-07-24,44.9,1,2.3,0
TKT-009546,CUS-05431,Onboarding,High,2025-06-25,13.0,1,2.2,0
TKT-009547,CUS-06834,Onboarding,Medium,2022-04-22,61.5,1,3.4,0
TKT-009548,CUS-09082,Feature Request,Medium,2022-01-27,27.2,1,3.2,1
TKT-009549,CUS-05538,Billing,Low,2024-10-23,48.6,0,4.9,0
TKT-009550,CUS-09414,Onboarding,Medium,2025-03-07,40.4,1,3.4,0
TKT-009551,CUS-03796,Account Access,Medium,2023-01-26,43.8,1,2.5,1
TKT-009552,CUS-06090,Technical Bug,Low,2024-12-30,89.7,1,4.0,0
TKT-009553,CUS-04200,Technical Bug,Medium,2024-02-24,8.0,0,3.5,0
TKT-009554,CUS-08232,Performance,Medium,2025-09-15,9.7,0,4.2,0
TKT-009555,CUS-00228,Feature Request,High,2022-04-17,18.5,1,3.6,1
TKT-009556,CUS-05505,Account Access,Critical,2024-02-21,2.9,0,3.8,0
TKT-009557,CUS-01661,Performance,Medium,2024-02-19,24.3,1,3.3,1
TKT-009558,CUS-08582,Onboarding,Low,2023-07-06,61.5,0,4.6,0
TKT-009559,CUS-08037,Reporting,Low,2022-02-25,16.8,0,4.2,0
TKT-009560,CUS-07734,Billing,Low,2022-10-29,6.5,0,4.1,0
TKT-009561,CUS-09309,Technical Bug,Low,2023-08-14,75.4,1,2.8,0
TKT-009562,CUS-06469,Integration Issue,High,2024-08-10,10.8,1,3.8,0
TKT-009563,CUS-03717,Account Access,Medium,2025-11-17,28.4,1,2.7,0
TKT-009564,CUS-06722,Integration Issue,Low,2022-03-01,155.0,1,1.9,1
TKT-009565,CUS-06046,Account Access,Medium,2024-12-16,27.8,1,3.4,0
TKT-009566,CUS-00057,Technical Bug,Medium,2023-09-03,15.0,0,5.0,0
TKT-009567,CUS-01636,Billing,Medium,2023-07-28,38.9,1,1.4,1
TKT-009568,CUS-06572,Billing,High,2022-08-14,15.3,1,1.1,0
TKT-009569,CUS-07963,Feature Request,High,2023-02-06,19.4,1,3.4,0
TKT-009570,CUS-09482,Billing,Low,2024-01-30,119.2,1,2.2,1
TKT-009571,CUS-06039,Technical Bug,High,2025-04-02,7.8,0,3.4,0
TKT-009572,CUS-01516,Technical Bug,High,2025-11-20,3.7,0,3.8,0
TKT-009573,CUS-03966,Integration Issue,Low,2023-01-12,113.3,1,3.2,0
TKT-009574,CUS-00928,Integration Issue,Low,2025-04-28,72.7,1,3.2,0
TKT-009575,CUS-09386,Account Access,Low,2023-03-17,57.8,0,4.9,0
TKT-009576,CUS-09023,Onboarding,Low,2022-10-10,167.5,1,3.1,1
TKT-009577,CUS-08109,Integration Issue,Medium,2024-02-02,36.7,1,2.9,0
TKT-009578,CUS-06842,Reporting,Medium,2024-09-10,36.8,1,2.2,1
TKT-009579,CUS-06593,Billing,High,2023-08-13,6.9,0,3.0,0
TKT-009580,CUS-09079,Performance,Medium,2023-10-11,29.6,1,3.9,1
TKT-009581,CUS-01676,Performance,Medium,2022-03-25,26.0,1,1.6,0
TKT-009582,CUS-03768,Technical Bug,High,2024-01-22,3.7,0,4.9,0
TKT-009583,CUS-07071,Onboarding,Low,2024-01-31,78.6,1,2.5,1
TKT-009584,CUS-04164,Integration Issue,Low,2022-08-21,123.5,1,1.7,0
TKT-009585,CUS-01191,Onboarding,Medium,2024-12-11,26.9,1,2.3,1
TKT-009586,CUS-03078,Integration Issue,High,2024-11-04,8.4,1,2.1,0
TKT-009587,CUS-00660,Technical Bug,Low,2023-05-02,126.5,1,2.2,0
TKT-009588,CUS-07505,Account Access,High,2024-11-04,14.1,1,3.0,1
TKT-009589,CUS-04282,Billing,Medium,2024-02-27,52.9,1,1.8,0
TKT-009590,CUS-02218,Performance,High,2023-04-24,3.4,0,3.9,0
TKT-009591,CUS-07801,Reporting,Critical,2024-12-21,8.1,1,2.8,0
TKT-009592,CUS-01870,Performance,Medium,2025-05-10,25.8,1,1.7,1
TKT-009593,CUS-06363,Integration Issue,Medium,2023-03-31,34.1,1,3.6,0
TKT-009594,CUS-02901,Integration Issue,Critical,2022-11-20,6.2,1,2.9,0
TKT-009595,CUS-05665,Account Access,Low,2025-06-04,46.4,0,4.5,0
TKT-009596,CUS-03898,Performance,Medium,2024-01-04,30.9,1,2.5,1
TKT-009597,CUS-01287,Feature Request,Medium,2025-07-13,47.1,1,2.8,0
TKT-009598,CUS-09172,Account Access,High,2025-09-21,10.0,1,2.6,1
TKT-009599,CUS-06851,Billing,Critical,2025-09-09,2.6,0,3.9,0
TKT-009600,CUS-01575,Integration Issue,Low,2023-06-23,169.8,1,2.8,0
TKT-009601,CUS-03618,Integration Issue,Low,2023-02-08,71.4,0,5.0,0
TKT-009602,CUS-01633,Performance,Medium,2024-07-27,22.8,0,4.5,0
TKT-009603,CUS-01218,Reporting,Low,2025-02-24,126.3,1,3.9,0
TKT-009604,CUS-02360,Onboarding,Low,2022-05-10,148.2,1,2.8,0
TKT-009605,CUS-05319,Onboarding,Low,2025-06-02,103.6,1,2.5,1
TKT-009606,CUS-07805,Technical Bug,Low,2025-01-27,128.6,1,3.6,0
TKT-009607,CUS-08266,Reporting,Medium,2023-05-27,56.8,1,1.7,1
TKT-009608,CUS-08620,Feature Request,Low,2025-10-14,109.8,1,1.7,0
TKT-009609,CUS-01257,Billing,Low,2023-02-02,148.9,1,3.8,1
TKT-009610,CUS-06563,Account Access,Low,2022-01-20,5.9,0,2.7,0
TKT-009611,CUS-07501,Integration Issue,Low,2024-07-16,30.6,0,3.7,0
TKT-009612,CUS-03463,Technical Bug,Medium,2025-03-18,31.5,1,2.4,0
TKT-009613,CUS-00288,Technical Bug,Low,2025-04-12,136.1,1,1.9,0
TKT-009614,CUS-08311,Feature Request,High,2022-10-07,13.3,1,3.2,0
TKT-009615,CUS-04544,Onboarding,Medium,2023-12-04,26.5,1,2.5,0
TKT-009616,CUS-00231,Account Access,Medium,2025-05-10,30.7,1,2.4,0
TKT-009617,CUS-07010,Reporting,Medium,2023-03-30,28.5,1,2.1,0
TKT-009618,CUS-00385,Account Access,Medium,2024-11-29,24.3,1,2.8,0
TKT-009619,CUS-04288,Technical Bug,Low,2023-08-26,106.3,1,3.7,0
TKT-009620,CUS-01103,Feature Request,Low,2023-08-29,26.6,0,5.0,0
TKT-009621,CUS-03495,Onboarding,Low,2022-01-20,139.6,1,1.6,1
TKT-009622,CUS-02964,Billing,Medium,2022-02-07,28.5,1,2.4,1
TKT-009623,CUS-07591,Billing,Critical,2023-11-17,6.6,1,1.6,1
TKT-009624,CUS-05467,Billing,Low,2022-01-12,104.6,1,2.3,0
TKT-009625,CUS-02026,Technical Bug,Medium,2025-05-09,17.7,0,4.5,0
TKT-009626,CUS-07168,Feature Request,Low,2025-09-15,7.3,0,4.4,0
TKT-009627,CUS-04042,Billing,Medium,2025-01-11,25.9,1,1.0,1
TKT-009628,CUS-04065,Technical Bug,Critical,2022-06-26,6.0,1,1.9,0
TKT-009629,CUS-06653,Technical Bug,Low,2024-10-01,89.5,1,2.7,1
TKT-009630,CUS-07543,Performance,Medium,2025-09-24,22.6,0,4.3,0
TKT-009631,CUS-01467,Performance,High,2024-02-14,11.3,1,2.1,0
TKT-009632,CUS-02793,Feature Request,Medium,2025-09-30,28.2,1,3.7,1
TKT-009633,CUS-09824,Account Access,Medium,2024-01-21,60.6,1,3.3,0
TKT-009634,CUS-09347,Technical Bug,High,2025-05-28,5.5,0,4.0,0
TKT-009635,CUS-04672,Billing,Low,2022-12-03,90.2,1,3.5,0
TKT-009636,CUS-00654,Billing,Critical,2025-09-24,4.8,1,2.3,1
TKT-009637,CUS-03713,Onboarding,Medium,2024-10-11,5.9,0,4.7,0
TKT-009638,CUS-04582,Integration Issue,Medium,2025-01-12,9.8,0,3.9,0
TKT-009639,CUS-01646,Feature Request,Medium,2024-01-08,10.9,0,4.3,0
TKT-009640,CUS-01826,Feature Request,Low,2022-04-04,21.9,0,2.5,0
TKT-009641,CUS-06851,Account Access,Low,2025-12-26,104.8,1,2.3,0
TKT-009642,CUS-01943,Performance,Medium,2023-04-18,25.7,1,2.2,0
TKT-009643,CUS-00875,Billing,Medium,2022-04-16,39.8,1,2.2,0
TKT-009644,CUS-09503,Technical Bug,Low,2024-08-05,28.6,0,3.9,0
TKT-009645,CUS-00464,Technical Bug,Low,2023-10-07,90.0,1,4.1,1
TKT-009646,CUS-03841,Onboarding,Low,2024-05-16,53.5,0,4.1,0
TKT-009647,CUS-08317,Billing,Medium,2025-07-20,43.7,1,2.6,1
TKT-009648,CUS-00995,Onboarding,High,2023-01-15,20.2,1,3.5,0
TKT-009649,CUS-04277,Account Access,High,2024-04-02,10.3,1,1.9,0
TKT-009650,CUS-06424,Account Access,Critical,2022-01-05,3.5,0,1.8,0
TKT-009651,CUS-09402,Onboarding,High,2024-05-29,7.9,0,5.0,0
TKT-009652,CUS-08046,Reporting,High,2022-12-31,10.4,1,2.4,0
TKT-009653,CUS-01240,Onboarding,Low,2025-01-12,118.4,1,2.9,1
TKT-009654,CUS-05905,Account Access,Low,2025-02-22,81.8,1,2.8,1
TKT-009655,CUS-09873,Reporting,Medium,2024-09-20,21.5,0,3.5,0
TKT-009656,CUS-09685,Performance,High,2025-01-19,4.4,0,3.5,0
TKT-009657,CUS-07850,Billing,High,2025-12-06,18.2,1,4.6,0
TKT-009658,CUS-08820,Billing,Medium,2024-07-16,49.4,1,1.5,0
TKT-009659,CUS-05904,Integration Issue,Low,2023-04-04,67.8,0,3.9,0
TKT-009660,CUS-07569,Performance,Low,2022-02-27,57.5,0,4.1,0
TKT-009661,CUS-01860,Integration Issue,Low,2022-09-16,38.6,0,4.0,0
TKT-009662,CUS-06403,Reporting,High,2022-03-01,11.1,1,2.6,1
TKT-009663,CUS-02755,Integration Issue,Critical,2023-11-14,4.1,1,2.7,0
TKT-009664,CUS-07668,Onboarding,Medium,2024-09-18,21.5,0,3.0,0
TKT-009665,CUS-01406,Performance,Critical,2025-02-23,5.4,1,3.4,0
TKT-009666,CUS-05278,Feature Request,Low,2022-03-05,179.5,1,3.4,0
TKT-009667,CUS-06659,Onboarding,Medium,2025-01-14,34.2,1,3.6,0
TKT-009668,CUS-07075,Billing,Low,2023-08-28,86.5,1,2.1,0
TKT-009669,CUS-06833,Performance,Critical,2024-01-17,3.3,0,4.7,0
TKT-009670,CUS-09067,Technical Bug,Medium,2025-12-02,56.6,1,1.9,1
TKT-009671,CUS-03528,Technical Bug,Critical,2023-01-18,5.5,1,2.0,1
TKT-009672,CUS-07770,Technical Bug,Low,2022-01-16,68.1,0,4.4,0
TKT-009673,CUS-06482,Account Access,Medium,2025-08-16,23.1,0,3.8,0
TKT-009674,CUS-07333,Feature Request,High,2024-03-05,6.4,0,5.0,0
TKT-009675,CUS-05904,Reporting,Low,2024-11-19,5.0,0,4.5,0
TKT-009676,CUS-06251,Technical Bug,Medium,2025-02-18,42.8,1,3.2,0
TKT-009677,CUS-07204,Technical Bug,Medium,2022-08-02,51.1,1,2.8,0
TKT-009678,CUS-04364,Onboarding,Medium,2022-04-06,13.5,0,3.0,0
TKT-009679,CUS-06731,Reporting,Medium,2022-04-04,44.0,1,3.3,0
TKT-009680,CUS-06787,Feature Request,Low,2022-02-05,43.7,0,3.3,0
TKT-009681,CUS-01191,Integration Issue,High,2023-01-27,7.5,0,4.4,0
TKT-009682,CUS-00219,Integration Issue,Low,2025-08-11,54.2,0,2.3,0
TKT-009683,CUS-00209,Integration Issue,Low,2024-12-21,188.3,1,2.2,0
TKT-009684,CUS-08637,Performance,High,2025-06-23,7.5,0,5.0,0
TKT-009685,CUS-09249,Performance,High,2024-05-11,17.1,1,3.2,0
TKT-009686,CUS-07940,Feature Request,Low,2025-07-20,65.3,0,4.6,0
TKT-009687,CUS-07684,Account Access,High,2024-03-14,10.7,1,2.9,1
TKT-009688,CUS-03258,Account Access,Medium,2025-12-07,26.2,1,2.2,0
TKT-009689,CUS-06952,Technical Bug,Low,2025-05-31,64.5,0,4.1,0
TKT-009690,CUS-08941,Performance,Medium,2025-12-16,42.9,1,2.2,1
TKT-009691,CUS-02337,Technical Bug,Low,2023-05-06,106.8,1,4.1,0
TKT-009692,CUS-08386,Performance,Medium,2025-03-16,56.3,1,3.9,1
TKT-009693,CUS-02559,Feature Request,Medium,2023-05-29,34.5,1,2.7,1
TKT-009694,CUS-05769,Billing,High,2022-12-24,10.8,1,1.7,1
TKT-009695,CUS-02039,Technical Bug,Low,2024-04-24,152.0,1,2.3,1
TKT-009696,CUS-08736,Feature Request,Low,2024-12-16,38.1,0,4.5,0
TKT-009697,CUS-04418,Performance,Low,2022-10-31,55.2,0,4.7,0
TKT-009698,CUS-03402,Reporting,Medium,2025-04-28,59.2,1,3.1,1
TKT-009699,CUS-03738,Performance,Low,2024-01-11,41.9,0,3.8,0
TKT-009700,CUS-03287,Feature Request,Low,2022-03-20,11.4,0,4.7,0
TKT-009701,CUS-00812,Billing,Low,2025-05-12,113.1,1,3.1,1
TKT-009702,CUS-05557,Onboarding,Low,2022-02-24,98.2,1,1.0,1
TKT-009703,CUS-03529,Onboarding,Low,2025-06-09,49.5,0,5.0,0
TKT-009704,CUS-07968,Feature Request,High,2024-08-30,10.4,1,1.5,1
TKT-009705,CUS-02865,Billing,Critical,2025-12-05,2.5,0,5.0,0
TKT-009706,CUS-03021,Integration Issue,Low,2025-04-19,125.6,1,3.3,0
TKT-009707,CUS-03604,Account Access,Medium,2024-08-06,12.5,0,5.0,0
TKT-009708,CUS-04717,Feature Request,Medium,2022-04-02,21.5,0,4.8,0
TKT-009709,CUS-08784,Billing,Medium,2022-02-18,29.9,1,2.6,1
TKT-009710,CUS-01789,Technical Bug,High,2023-09-29,14.3,1,1.0,1
TKT-009711,CUS-02008,Performance,Medium,2024-07-13,28.7,1,3.1,1
TKT-009712,CUS-05721,Feature Request,Low,2022-07-18,129.3,1,3.4,1
TKT-009713,CUS-00305,Feature Request,Critical,2022-08-17,5.7,1,4.0,0
TKT-009714,CUS-02421,Reporting,Medium,2025-02-04,24.0,0,4.1,0
TKT-009715,CUS-09151,Onboarding,Medium,2023-05-20,49.2,1,2.5,0
TKT-009716,CUS-04068,Account Access,High,2025-04-10,2.1,0,3.8,0
TKT-009717,CUS-05278,Integration Issue,Low,2024-05-14,122.8,1,3.7,0
TKT-009718,CUS-05939,Reporting,Low,2024-06-16,160.4,1,4.5,0
TKT-009719,CUS-03504,Account Access,Medium,2024-08-28,32.8,1,1.8,0
TKT-009720,CUS-00944,Account Access,Medium,2023-12-07,9.3,0,5.0,0
TKT-009721,CUS-05666,Feature Request,Medium,2022-04-07,51.9,1,2.5,1
TKT-009722,CUS-00932,Technical Bug,Medium,2025-12-20,19.9,0,3.9,0
TKT-009723,CUS-02031,Performance,Low,2022-09-12,202.2,1,1.0,0
TKT-009724,CUS-00638,Feature Request,Medium,2024-03-14,22.1,0,3.3,0
TKT-009725,CUS-00879,Onboarding,Medium,2024-07-06,49.2,1,2.5,0
TKT-009726,CUS-00716,Technical Bug,Low,2024-04-04,94.8,1,2.5,0
TKT-009727,CUS-05949,Onboarding,Medium,2024-08-08,25.5,1,4.1,0
TKT-009728,CUS-01870,Technical Bug,Critical,2025-06-01,3.9,0,3.1,0
TKT-009729,CUS-03863,Reporting,High,2024-06-18,9.7,1,2.0,1
TKT-009730,CUS-03977,Reporting,Low,2024-08-04,84.3,1,3.1,0
TKT-009731,CUS-01922,Technical Bug,Medium,2025-04-27,42.4,1,4.4,1
TKT-009732,CUS-06363,Integration Issue,Medium,2023-04-11,52.2,1,2.5,0
TKT-009733,CUS-00572,Technical Bug,Medium,2022-03-03,22.8,0,3.4,0
TKT-009734,CUS-00638,Feature Request,Medium,2024-07-12,13.3,0,5.0,0
TKT-009735,CUS-02656,Onboarding,High,2022-10-25,3.5,0,4.8,0
TKT-009736,CUS-09704,Reporting,High,2024-04-28,12.0,1,3.5,0
TKT-009737,CUS-01265,Feature Request,Critical,2024-06-01,6.8,1,2.7,0
TKT-009738,CUS-09205,Account Access,Low,2024-06-24,81.2,1,1.5,1
TKT-009739,CUS-07441,Integration Issue,Low,2024-01-02,163.5,1,2.5,0
TKT-009740,CUS-03011,Billing,High,2024-07-04,17.8,1,2.9,1
TKT-009741,CUS-03898,Onboarding,Low,2025-04-04,97.0,1,3.0,1
TKT-009742,CUS-05495,Account Access,Medium,2023-02-28,20.1,0,4.0,0
TKT-009743,CUS-09702,Integration Issue,Low,2022-06-18,77.4,1,3.3,1
TKT-009744,CUS-04777,Reporting,Medium,2025-10-29,42.6,1,2.2,1
TKT-009745,CUS-09841,Account Access,Low,2022-11-25,47.5,0,4.5,0
TKT-009746,CUS-04654,Account Access,Low,2022-08-28,144.0,1,3.2,0
TKT-009747,CUS-09229,Account Access,Low,2025-12-20,49.9,0,3.7,0
TKT-009748,CUS-06070,Integration Issue,High,2024-04-27,8.8,1,1.0,0
TKT-009749,CUS-07364,Integration Issue,Medium,2022-10-06,11.0,0,3.8,0
TKT-009750,CUS-01468,Reporting,Low,2024-10-14,33.1,0,3.8,0
TKT-009751,CUS-02852,Billing,Medium,2023-09-24,30.2,1,2.6,0
TKT-009752,CUS-06303,Account Access,Low,2024-02-16,101.0,1,2.0,1
TKT-009753,CUS-06091,Technical Bug,Low,2025-07-13,117.5,1,1.9,1
TKT-009754,CUS-05749,Technical Bug,High,2023-08-20,3.8,0,4.1,0
TKT-009755,CUS-01718,Billing,Medium,2025-12-03,59.8,1,3.3,0
TKT-009756,CUS-04005,Integration Issue,Low,2023-06-14,189.4,1,1.8,1
TKT-009757,CUS-07316,Technical Bug,Critical,2023-09-15,5.2,1,2.2,0
TKT-009758,CUS-07704,Performance,Low,2022-07-23,36.8,0,3.9,0
TKT-009759,CUS-02445,Integration Issue,High,2022-02-04,7.3,0,4.2,0
TKT-009760,CUS-06065,Reporting,Low,2025-07-09,168.2,1,1.5,0
TKT-009761,CUS-08510,Integration Issue,Low,2025-01-18,60.5,0,4.4,0
TKT-009762,CUS-01495,Integration Issue,Critical,2022-10-22,5.3,1,3.5,0
TKT-009763,CUS-01386,Onboarding,Low,2025-10-31,104.6,1,3.4,1
TKT-009764,CUS-02218,Billing,Medium,2025-02-20,46.1,1,4.4,1
TKT-009765,CUS-09714,Billing,Low,2023-08-09,138.2,1,2.8,1
TKT-009766,CUS-02741,Integration Issue,Low,2024-12-15,69.4,0,4.3,0
TKT-009767,CUS-08674,Account Access,Medium,2024-04-17,50.2,1,1.8,1
TKT-009768,CUS-02941,Billing,Medium,2023-09-11,32.3,1,2.1,1
TKT-009769,CUS-00426,Billing,Medium,2024-06-22,66.1,1,3.4,1
TKT-009770,CUS-08320,Billing,Medium,2023-08-12,22.9,0,4.4,0
TKT-009771,CUS-02504,Billing,Medium,2025-08-02,25.2,1,1.3,0
TKT-009772,CUS-08673,Reporting,Medium,2023-07-08,11.1,0,3.2,0
TKT-009773,CUS-06200,Performance,Medium,2024-12-30,45.9,1,3.6,1
TKT-009774,CUS-07780,Technical Bug,Medium,2023-01-02,15.8,0,4.1,0
TKT-009775,CUS-04002,Technical Bug,Medium,2023-07-31,43.1,1,2.1,0
TKT-009776,CUS-03633,Technical Bug,High,2023-10-17,15.7,1,2.0,1
TKT-009777,CUS-05601,Account Access,Medium,2022-03-17,23.2,0,5.0,0
TKT-009778,CUS-05799,Technical Bug,Low,2023-05-09,48.4,0,3.6,0
TKT-009779,CUS-07879,Onboarding,Medium,2023-12-31,25.1,1,1.4,1
TKT-009780,CUS-08508,Account Access,Medium,2022-11-25,8.4,0,3.5,0
TKT-009781,CUS-09118,Integration Issue,High,2024-08-03,9.6,1,3.0,1
TKT-009782,CUS-03055,Performance,Medium,2024-07-11,13.4,0,5.0,0
TKT-009783,CUS-05254,Integration Issue,Medium,2023-10-14,56.7,1,3.6,1
TKT-009784,CUS-03691,Performance,Medium,2022-02-01,40.8,1,2.5,0
TKT-009785,CUS-07852,Performance,High,2024-06-11,1.3,0,4.2,0
TKT-009786,CUS-07045,Reporting,Low,2025-11-12,122.8,1,1.8,1
TKT-009787,CUS-09509,Onboarding,Medium,2022-02-27,50.6,1,2.1,1
TKT-009788,CUS-06845,Feature Request,Critical,2024-10-04,4.7,1,2.6,0
TKT-009789,CUS-00305,Reporting,Critical,2025-04-04,6.0,1,3.5,1
TKT-009790,CUS-00921,Billing,Medium,2024-01-23,54.1,1,1.9,1
TKT-009791,CUS-01844,Integration Issue,Medium,2023-09-08,43.8,1,2.4,0
TKT-009792,CUS-02370,Feature Request,Medium,2024-09-13,32.7,1,2.8,1
TKT-009793,CUS-05295,Performance,High,2024-12-30,7.7,0,5.0,0
TKT-009794,CUS-04255,Integration Issue,Low,2022-12-12,56.2,0,3.8,0
TKT-009795,CUS-09831,Integration Issue,Critical,2023-11-18,0.7,0,5.0,0
TKT-009796,CUS-04549,Integration Issue,Low,2023-03-10,91.3,1,1.3,0
TKT-009797,CUS-01098,Performance,Medium,2022-11-12,9.2,0,3.8,0
TKT-009798,CUS-04164,Performance,Medium,2023-10-03,44.8,1,4.9,1
TKT-009799,CUS-02192,Account Access,High,2025-06-23,3.5,0,3.9,0
TKT-009800,CUS-02628,Feature Request,Low,2022-04-16,70.6,0,4.1,0
TKT-009801,CUS-09309,Technical Bug,Critical,2022-06-30,3.8,0,4.1,0
TKT-009802,CUS-04957,Reporting,Low,2022-09-03,107.6,1,3.4,1
TKT-009803,CUS-08921,Onboarding,Medium,2025-12-27,45.3,1,2.7,1
TKT-009804,CUS-07438,Performance,Low,2023-01-31,135.7,1,3.9,1
TKT-009805,CUS-04517,Integration Issue,High,2022-04-14,10.3,1,2.9,1
TKT-009806,CUS-09586,Integration Issue,Medium,2024-08-13,31.3,1,2.4,1
TKT-009807,CUS-00822,Integration Issue,Medium,2024-04-03,24.0,0,3.5,0
TKT-009808,CUS-09798,Performance,Low,2024-01-25,18.8,0,3.5,0
TKT-009809,CUS-09377,Billing,High,2025-08-09,10.1,1,3.4,0
TKT-009810,CUS-03349,Feature Request,High,2025-07-01,6.8,0,4.0,0
TKT-009811,CUS-05427,Onboarding,Low,2023-04-22,93.3,1,2.0,0
TKT-009812,CUS-01946,Performance,Low,2025-11-20,63.4,0,4.7,0
TKT-009813,CUS-07875,Performance,Medium,2024-10-16,25.8,1,2.8,0
TKT-009814,CUS-05907,Feature Request,Low,2022-03-10,73.2,1,3.0,0
TKT-009815,CUS-01169,Performance,High,2024-12-06,6.7,0,4.7,0
TKT-009816,CUS-09247,Billing,Medium,2024-12-22,48.1,1,3.4,1
TKT-009817,CUS-08132,Reporting,Low,2024-11-20,105.6,1,3.8,1
TKT-009818,CUS-01211,Integration Issue,High,2022-06-14,6.9,0,3.5,0
TKT-009819,CUS-08961,Onboarding,Low,2025-09-29,182.4,1,1.7,1
TKT-009820,CUS-08109,Billing,Medium,2023-08-21,31.3,1,3.8,0
TKT-009821,CUS-08302,Performance,Low,2025-01-14,47.0,0,3.7,0
TKT-009822,CUS-03949,Integration Issue,Low,2023-08-12,99.3,1,2.7,0
TKT-009823,CUS-09497,Account Access,Medium,2024-12-29,57.5,1,3.2,1
TKT-009824,CUS-08613,Onboarding,Medium,2023-12-29,50.4,1,3.4,0
TKT-009825,CUS-01373,Performance,High,2024-04-03,8.6,1,2.7,0
TKT-009826,CUS-09946,Integration Issue,Low,2025-12-06,38.6,0,3.8,0
TKT-009827,CUS-01161,Onboarding,Medium,2022-02-16,8.1,0,3.1,0
TKT-009828,CUS-07561,Reporting,High,2022-08-10,14.2,1,3.2,0
