subscription_id,customer_id,subscription_start_date,renewal_date,MRR,ARR,renewal_status,churn_flag,expansion_revenue,contract_length_months
SUB-003155,CUS-02097,2024-07-11,2025-07-06,5935.17,71222,At Risk,0,0.0,12
SUB-003156,CUS-02098,2025-01-31,2028-01-16,13264.42,159173,Active,0,3759.33,36
SUB-003157,CUS-02098,2028-01-30,2031-01-14,13264.42,159173,Active,0,0.0,36
SUB-003158,CUS-02099,2023-07-27,2024-07-21,13009.75,156117,At Risk,0,0.0,12
SUB-003159,CUS-02100,2025-06-30,2026-06-25,2648.75,31785,Active,0,0.0,12
SUB-003160,CUS-02101,2025-06-05,2026-05-31,70929.0,851148,Active,0,0.0,12
SUB-003161,CUS-02102,2022-09-01,2024-08-21,3180.25,38163,Churned,1,0.0,24
SUB-003162,CUS-02103,2022-09-21,2023-09-16,565.58,6787,Renewed,0,0.0,12
SUB-003163,CUS-02103,2023-09-26,2024-09-20,565.58,6787,Active,0,0.0,12
SUB-003164,CUS-02104,2022-07-18,2023-07-13,7567.0,90804,Renewed,0,2384.57,12
SUB-003165,CUS-02105,2024-03-17,2025-03-12,8349.33,100192,Churned,1,0.0,12
SUB-003166,CUS-02106,2024-02-04,2025-01-29,2791.5,33498,Churned,1,0.0,12
SUB-003167,CUS-02107,2023-11-26,2024-11-20,48401.0,580812,At Risk,0,21911.06,12
SUB-003168,CUS-02108,2025-02-16,2028-02-01,22361.0,268332,Active,0,3648.7,36
SUB-003169,CUS-02109,2024-01-19,2025-01-13,1699.42,20393,Renewed,0,0.0,12
SUB-003170,CUS-02110,2022-10-23,2023-10-18,38583.83,463006,Churned,1,0.0,12
SUB-003171,CUS-02111,2023-02-12,2025-02-01,697.83,8374,Renewed,0,0.0,24
SUB-003172,CUS-02112,2025-05-18,2026-05-13,1946.25,23355,Active,0,0.0,12
SUB-003173,CUS-02113,2024-11-08,2025-11-03,1159.25,13911,At Risk,0,0.0,12
SUB-003174,CUS-02113,2025-11-10,2028-10-25,1159.25,13911,Active,0,0.0,36
SUB-003175,CUS-02114,2024-04-02,2026-03-23,26000.92,312011,Active,0,0.0,24
SUB-003176,CUS-02115,2024-10-21,2025-10-16,12740.17,152882,Renewed,0,0.0,12
SUB-003177,CUS-02116,2022-03-24,2023-03-19,1076.08,12913,At Risk,0,0.0,12
SUB-003178,CUS-02117,2022-04-03,2025-03-18,3380.83,40570,Churned,1,0.0,36
SUB-003179,CUS-02118,2022-03-21,2023-03-16,7984.33,95812,Active,0,0.0,12
SUB-003180,CUS-02118,2023-03-17,2024-03-11,7984.33,95812,Churned,1,0.0,12
SUB-003181,CUS-02119,2022-10-08,2023-10-03,965.42,11585,Renewed,0,0.0,12
SUB-003182,CUS-02119,2023-10-05,2026-09-19,965.42,11585,Active,0,0.0,36
SUB-003183,CUS-02120,2023-11-14,2024-11-08,14969.0,179628,Renewed,0,0.0,12
SUB-003184,CUS-02121,2024-08-28,2025-08-23,13213.58,158563,Renewed,0,1435.94,12
SUB-003185,CUS-02121,2025-09-04,2028-08-19,13213.58,158563,Active,0,0.0,36
SUB-003186,CUS-02122,2024-11-29,2025-11-24,813.58,9763,Renewed,0,0.0,12
SUB-003187,CUS-02123,2024-07-24,2025-07-19,26769.83,321238,Renewed,0,0.0,12
SUB-003188,CUS-02124,2022-11-02,2023-10-28,1549.33,18592,Active,0,0.0,12
SUB-003189,CUS-02125,2025-05-26,2027-05-16,26225.25,314703,Active,0,0.0,24
SUB-003190,CUS-02125,2027-05-26,2028-05-20,26225.25,314703,Active,0,5619.07,12
SUB-003191,CUS-02126,2024-11-21,2025-11-16,8119.92,97439,Renewed,0,0.0,12
SUB-003192,CUS-02127,2022-10-14,2023-10-09,5481.5,65778,Churned,1,0.0,12
SUB-003193,CUS-02128,2023-11-03,2025-10-23,315.58,3787,Renewed,0,0.0,24
SUB-003194,CUS-02128,2025-10-28,2026-10-23,315.58,3787,Active,0,0.0,12
SUB-003195,CUS-02129,2025-06-09,2026-06-04,33598.83,403186,Active,0,0.0,12
SUB-003196,CUS-02129,2026-06-09,2027-06-04,33598.83,403186,Active,0,0.0,12
SUB-003197,CUS-02129,2027-06-17,2028-06-11,33598.83,403186,Active,0,0.0,12
SUB-003198,CUS-02130,2023-10-15,2024-10-09,5621.42,67457,Churned,1,0.0,12
SUB-003199,CUS-02130,2024-10-19,2025-10-14,5621.42,67457,At Risk,0,0.0,12
SUB-003200,CUS-02130,2025-10-22,2027-10-12,5621.42,67457,Active,0,0.0,24
SUB-003201,CUS-02131,2022-11-29,2024-11-18,736.92,8843,Active,0,212.51,24
SUB-003202,CUS-02132,2024-03-15,2026-03-05,1165.83,13990,Active,0,0.0,24
SUB-003203,CUS-02132,2026-03-07,2027-03-02,1165.83,13990,Active,0,0.0,12
SUB-003204,CUS-02133,2025-06-16,2028-05-31,14108.83,169306,Active,0,0.0,36
SUB-003205,CUS-02134,2023-09-05,2026-08-20,1392.83,16714,Active,0,0.0,36
SUB-003206,CUS-02134,2026-08-22,2027-08-17,1392.83,16714,Active,0,0.0,12
SUB-003207,CUS-02134,2027-08-25,2030-08-09,1392.83,16714,Active,0,0.0,36
SUB-003208,CUS-02135,2025-04-30,2027-04-20,7100.83,85210,Active,0,0.0,24
SUB-003209,CUS-02136,2023-11-20,2026-11-04,19991.08,239893,Active,0,0.0,36
SUB-003210,CUS-02137,2024-11-04,2025-10-30,628.42,7541,Churned,1,0.0,12
SUB-003211,CUS-02138,2024-11-09,2025-11-04,15119.25,181431,At Risk,0,5317.13,12
SUB-003212,CUS-02139,2024-12-26,2026-12-16,901.17,10814,Active,0,0.0,24
SUB-003213,CUS-02140,2024-09-30,2025-09-25,41186.42,494237,Renewed,0,0.0,12
SUB-003214,CUS-02140,2025-09-29,2027-09-19,41186.42,494237,Active,0,0.0,24
SUB-003215,CUS-02141,2025-02-26,2028-02-11,8206.25,98475,Active,0,0.0,36
SUB-003216,CUS-02141,2028-02-17,2031-02-01,8206.25,98475,Active,0,0.0,36
SUB-003217,CUS-02142,2023-09-06,2024-08-31,1772.92,21275,At Risk,0,0.0,12
SUB-003218,CUS-02143,2024-08-30,2027-08-15,10565.58,126787,Active,0,0.0,36
SUB-003219,CUS-02143,2027-08-27,2028-08-21,10565.58,126787,Active,0,0.0,12
SUB-003220,CUS-02144,2022-02-04,2025-01-19,4198.5,50382,Renewed,0,0.0,36
SUB-003221,CUS-02145,2024-01-25,2026-01-14,3026.5,36318,Active,0,648.96,24
SUB-003222,CUS-02146,2023-11-10,2026-10-25,9889.33,118672,Active,0,0.0,36
SUB-003223,CUS-02146,2026-10-30,2027-10-25,9889.33,118672,Active,0,0.0,12
SUB-003224,CUS-02147,2022-08-13,2023-08-08,1757.92,21095,Churned,1,0.0,12
SUB-003225,CUS-02148,2024-05-03,2025-04-28,3468.58,41623,Active,0,0.0,12
SUB-003226,CUS-02149,2025-04-10,2026-04-05,4338.08,52057,Active,0,0.0,12
SUB-003227,CUS-02150,2023-09-23,2026-09-07,9601.0,115212,Active,0,0.0,36
SUB-003228,CUS-02151,2022-02-24,2023-02-19,1444.08,17329,Renewed,0,0.0,12
SUB-003229,CUS-02152,2025-05-07,2026-05-02,1477.17,17726,Active,0,0.0,12
SUB-003230,CUS-02153,2024-08-29,2026-08-19,5986.92,71843,Active,0,0.0,24
SUB-003231,CUS-02154,2023-06-28,2026-06-12,9544.75,114537,Active,0,0.0,36
SUB-003232,CUS-02154,2026-06-21,2028-06-10,9544.75,114537,Active,0,0.0,24
SUB-003233,CUS-02155,2025-03-30,2026-03-25,1163.25,13959,Active,0,0.0,12
SUB-003234,CUS-02156,2025-03-28,2028-03-12,1216.0,14592,Active,0,0.0,36
SUB-003235,CUS-02157,2023-04-12,2024-04-06,443.83,5326,Churned,1,0.0,12
SUB-003236,CUS-02158,2022-04-16,2025-03-31,2821.75,33861,Churned,1,0.0,36
SUB-003237,CUS-02159,2025-04-10,2027-03-31,2757.17,33086,Active,0,0.0,24
SUB-003238,CUS-02160,2024-09-10,2025-09-05,13789.75,165477,Active,0,0.0,12
SUB-003239,CUS-02161,2022-12-16,2025-11-30,9784.67,117416,Churned,1,0.0,36
SUB-003240,CUS-02162,2024-12-09,2025-12-04,13833.67,166004,Renewed,0,0.0,12
SUB-003241,CUS-02163,2025-06-23,2027-06-13,3271.67,39260,Active,0,0.0,24
SUB-003242,CUS-02164,2024-02-18,2026-02-07,30449.25,365391,Active,0,0.0,24
SUB-003243,CUS-02165,2022-10-30,2023-10-25,2898.5,34782,At Risk,0,0.0,12
SUB-003244,CUS-02166,2023-05-12,2024-05-06,53264.92,639179,Active,0,8405.2,12
SUB-003245,CUS-02166,2024-05-09,2025-05-04,53264.92,639179,Active,0,22537.42,12
SUB-003246,CUS-02167,2022-03-06,2024-02-24,5292.75,63513,Active,0,0.0,24
SUB-003247,CUS-02167,2024-03-06,2026-02-24,5292.75,63513,Active,0,0.0,24
SUB-003248,CUS-02168,2025-03-18,2027-03-08,1144.25,13731,Active,0,0.0,24
SUB-003249,CUS-02169,2022-08-14,2024-08-03,6689.92,80279,Active,0,0.0,24
SUB-003250,CUS-02170,2023-01-26,2024-01-21,2016.67,24200,Renewed,0,0.0,12
SUB-003251,CUS-02171,2022-02-08,2023-02-03,11922.92,143075,Active,0,0.0,12
SUB-003252,CUS-02172,2024-06-22,2025-06-17,611.75,7341,Renewed,0,214.23,12
SUB-003253,CUS-02172,2025-06-23,2026-06-18,611.75,7341,Active,0,0.0,12
SUB-003254,CUS-02173,2023-10-05,2024-09-29,950.92,11411,At Risk,0,0.0,12
SUB-003255,CUS-02174,2024-05-07,2026-04-27,26334.75,316017,Active,0,0.0,24
SUB-003256,CUS-02174,2026-05-03,2027-04-28,26334.75,316017,Active,0,9714.02,12
SUB-003257,CUS-02174,2027-05-12,2029-05-01,26334.75,316017,Active,0,0.0,24
SUB-003258,CUS-02175,2022-11-07,2024-10-27,365.25,4383,At Risk,0,0.0,24
SUB-003259,CUS-02176,2024-04-25,2027-04-10,36937.25,443247,Active,0,0.0,36
SUB-003260,CUS-02176,2027-04-22,2028-04-16,36937.25,443247,Active,0,0.0,12
SUB-003261,CUS-02177,2023-02-22,2025-02-11,2830.75,33969,Renewed,0,0.0,24
SUB-003262,CUS-02177,2025-02-16,2026-02-11,2830.75,33969,Active,0,0.0,12
SUB-003263,CUS-02178,2024-04-20,2025-04-15,4270.5,51246,Renewed,0,1910.92,12
SUB-003264,CUS-02179,2024-10-24,2025-10-19,6525.75,78309,Renewed,0,0.0,12
SUB-003265,CUS-02180,2025-06-06,2026-06-01,1438.92,17267,Active,0,0.0,12
SUB-003266,CUS-02181,2024-08-23,2026-08-13,3498.83,41986,Active,0,0.0,24
SUB-003267,CUS-02182,2022-05-08,2025-04-22,1354.58,16255,Renewed,0,0.0,36
SUB-003268,CUS-02182,2025-04-27,2026-04-22,1354.58,16255,Active,0,0.0,12
SUB-003269,CUS-02182,2026-04-30,2029-04-14,1354.58,16255,Active,0,0.0,36
SUB-003270,CUS-02183,2022-10-10,2023-10-05,1121.83,13462,Active,0,0.0,12
SUB-003271,CUS-02184,2024-11-28,2025-11-23,3828.75,45945,Renewed,0,0.0,12
SUB-003272,CUS-02185,2023-03-01,2026-02-13,6951.92,83423,Active,0,0.0,36
SUB-003273,CUS-02185,2026-02-15,2027-02-10,6951.92,83423,Active,0,0.0,12
SUB-003274,CUS-02186,2025-02-22,2026-02-17,37842.92,454115,Active,0,0.0,12
SUB-003275,CUS-02187,2023-10-28,2024-10-22,31151.0,373812,Churned,1,0.0,12
SUB-003276,CUS-02188,2024-09-06,2025-09-01,8891.75,106701,Active,0,0.0,12
SUB-003277,CUS-02189,2024-12-12,2025-12-07,11650.67,139808,At Risk,0,0.0,12
SUB-003278,CUS-02190,2024-02-11,2026-01-31,12574.67,150896,Active,0,0.0,24
SUB-003279,CUS-02191,2023-10-05,2025-09-24,2363.0,28356,Renewed,0,0.0,24
SUB-003280,CUS-02192,2022-12-21,2023-12-16,19093.42,229121,At Risk,0,2771.02,12
SUB-003281,CUS-02193,2024-07-30,2025-07-25,7804.25,93651,Churned,1,0.0,12
SUB-003282,CUS-02194,2024-12-27,2025-12-22,7717.75,92613,Active,0,0.0,12
SUB-003283,CUS-02195,2023-12-03,2024-11-27,920.58,11047,Active,0,0.0,12
SUB-003284,CUS-02196,2025-01-23,2028-01-08,3625.08,43501,Active,0,0.0,36
SUB-003285,CUS-02197,2023-12-27,2024-12-21,1385.75,16629,At Risk,0,0.0,12
SUB-003286,CUS-02197,2025-01-04,2026-12-25,1385.75,16629,Active,0,0.0,24
SUB-003287,CUS-02198,2023-06-26,2026-06-10,24709.83,296518,Active,0,0.0,36
SUB-003288,CUS-02199,2025-06-03,2026-05-29,1932.83,23194,Active,0,0.0,12
SUB-003289,CUS-02199,2026-06-11,2029-05-26,1932.83,23194,Active,0,0.0,36
SUB-003290,CUS-02200,2024-09-18,2027-09-03,4196.08,50353,Active,0,0.0,36
SUB-003291,CUS-02201,2023-01-29,2025-01-18,29052.08,348625,Renewed,0,0.0,24
SUB-003292,CUS-02201,2025-01-25,2026-01-20,29052.08,348625,Active,0,0.0,12
SUB-003293,CUS-02202,2023-05-20,2024-05-14,696.42,8357,Active,0,0.0,12
SUB-003294,CUS-02202,2024-05-29,2026-05-19,696.42,8357,Active,0,0.0,24
SUB-003295,CUS-02203,2023-07-26,2026-07-10,3269.83,39238,Active,0,0.0,36
SUB-003296,CUS-02203,2026-07-13,2027-07-08,3269.83,39238,Active,0,0.0,12
SUB-003297,CUS-02204,2025-02-16,2026-02-11,677.17,8126,Active,0,0.0,12
SUB-003298,CUS-02204,2026-02-26,2028-02-16,677.17,8126,Active,0,0.0,24
SUB-003299,CUS-02205,2023-09-04,2026-08-19,8289.17,99470,Active,0,0.0,36
SUB-003300,CUS-02206,2023-04-06,2024-03-31,58965.0,707580,Renewed,0,0.0,12
SUB-003301,CUS-02207,2023-09-02,2026-08-17,5060.83,60730,Active,0,0.0,36
SUB-003302,CUS-02208,2023-08-15,2024-08-09,27097.33,325168,Renewed,0,0.0,12
SUB-003303,CUS-02208,2024-08-23,2025-08-18,27097.33,325168,Active,0,3899.03,12
SUB-003304,CUS-02209,2023-03-01,2026-02-13,2540.83,30490,Active,0,0.0,36
SUB-003305,CUS-02209,2026-02-25,2027-02-20,2540.83,30490,Active,0,0.0,12
SUB-003306,CUS-02209,2027-03-01,2028-02-24,2540.83,30490,Active,0,0.0,12
SUB-003307,CUS-02210,2024-09-28,2027-09-13,25162.58,301951,Active,0,0.0,36
SUB-003308,CUS-02211,2023-10-12,2024-10-06,4247.0,50964,Renewed,0,529.07,12
SUB-003309,CUS-02211,2024-10-10,2025-10-05,4247.0,50964,At Risk,0,0.0,12
SUB-003310,CUS-02211,2025-10-11,2026-10-06,4247.0,50964,Active,0,0.0,12
SUB-003311,CUS-02212,2024-09-09,2025-09-04,11976.33,143716,Renewed,0,0.0,12
SUB-003312,CUS-02212,2025-09-09,2028-08-24,11976.33,143716,Active,0,0.0,36
SUB-003313,CUS-02213,2023-12-16,2024-12-10,1944.75,23337,At Risk,0,587.85,12
SUB-003314,CUS-02213,2024-12-14,2025-12-09,1944.75,23337,Renewed,0,508.21,12
SUB-003315,CUS-02214,2025-02-21,2026-02-16,26757.42,321089,Active,0,0.0,12
SUB-003316,CUS-02215,2023-07-15,2024-07-09,6261.25,75135,At Risk,0,0.0,12
SUB-003317,CUS-02216,2023-08-13,2024-08-07,2461.67,29540,Churned,1,0.0,12
SUB-003318,CUS-02217,2022-09-07,2025-08-22,8585.08,103021,Churned,1,0.0,36
SUB-003319,CUS-02218,2025-03-20,2027-03-10,1820.08,21841,Active,0,0.0,24
SUB-003320,CUS-02218,2027-03-23,2028-03-17,1820.08,21841,Active,0,0.0,12
SUB-003321,CUS-02219,2025-01-17,2028-01-02,26617.08,319405,Active,0,0.0,36
SUB-003322,CUS-02220,2024-02-17,2027-02-01,1188.75,14265,Active,0,0.0,36
SUB-003323,CUS-02221,2024-03-19,2025-03-14,8713.25,104559,Renewed,0,0.0,12
SUB-003324,CUS-02221,2025-03-16,2026-03-11,8713.25,104559,Active,0,0.0,12
SUB-003325,CUS-02222,2023-12-08,2025-11-27,4224.75,50697,At Risk,0,0.0,24
SUB-003326,CUS-02223,2022-10-27,2023-10-22,946.83,11362,At Risk,0,0.0,12
SUB-003327,CUS-02224,2023-08-18,2025-08-07,569.25,6831,Churned,1,0.0,24
SUB-003328,CUS-02225,2022-03-28,2025-03-12,681.17,8174,Renewed,0,86.01,36
SUB-003329,CUS-02226,2023-08-13,2024-08-07,2954.33,35452,Renewed,0,0.0,12
SUB-003330,CUS-02226,2024-08-13,2027-07-29,2954.33,35452,Active,0,0.0,36
SUB-003331,CUS-02227,2022-06-11,2023-06-06,1828.33,21940,Active,0,0.0,12
SUB-003332,CUS-02227,2023-06-08,2026-05-23,1828.33,21940,Active,0,422.09,36
SUB-003333,CUS-02227,2026-06-04,2027-05-30,1828.33,21940,Active,0,0.0,12
SUB-003334,CUS-02228,2023-12-11,2024-12-05,5376.0,64512,Renewed,0,0.0,12
SUB-003335,CUS-02229,2024-06-24,2027-06-09,1784.33,21412,Active,0,0.0,36
SUB-003336,CUS-02230,2023-06-10,2024-06-04,3244.17,38930,Churned,1,0.0,12
SUB-003337,CUS-02230,2024-06-11,2025-06-06,3244.17,38930,Churned,1,0.0,12
SUB-003338,CUS-02231,2024-09-08,2026-08-29,7330.75,87969,Active,0,860.09,24
SUB-003339,CUS-02232,2023-03-15,2024-03-09,1260.5,15126,Churned,1,0.0,12
SUB-003340,CUS-02233,2023-02-18,2025-02-07,22834.5,274014,Churned,1,0.0,24
SUB-003341,CUS-02234,2025-01-08,2027-12-24,13222.58,158671,Active,0,0.0,36
SUB-003342,CUS-02235,2023-07-10,2024-07-04,7960.67,95528,Churned,1,0.0,12
SUB-003343,CUS-02236,2025-02-25,2026-02-20,14833.75,178005,Active,0,6163.09,12
SUB-003344,CUS-02236,2026-02-26,2027-02-21,14833.75,178005,Active,0,6382.85,12
SUB-003345,CUS-02236,2027-02-24,2029-02-13,14833.75,178005,Active,0,0.0,24
SUB-003346,CUS-02237,2023-07-11,2026-06-25,31630.42,379565,Active,0,0.0,36
SUB-003347,CUS-02238,2022-10-09,2023-10-04,515.5,6186,Renewed,0,0.0,12
SUB-003348,CUS-02238,2023-10-15,2024-10-09,515.5,6186,Renewed,0,0.0,12
SUB-003349,CUS-02239,2022-08-12,2023-08-07,472.0,5664,Churned,1,0.0,12
SUB-003350,CUS-02239,2023-08-16,2024-08-10,472.0,5664,At Risk,0,0.0,12
SUB-003351,CUS-02239,2024-08-12,2025-08-07,472.0,5664,Churned,1,0.0,12
SUB-003352,CUS-02240,2025-06-14,2027-06-04,1267.33,15208,Active,0,0.0,24
SUB-003353,CUS-02241,2025-04-16,2026-04-11,6281.83,75382,Active,0,0.0,12
SUB-003354,CUS-02242,2023-05-06,2026-04-20,1429.5,17154,Active,0,0.0,36
SUB-003355,CUS-02242,2026-05-05,2028-04-24,1429.5,17154,Active,0,555.82,24
SUB-003356,CUS-02242,2028-04-25,2030-04-15,1429.5,17154,Active,0,0.0,24
SUB-003357,CUS-02243,2023-05-12,2026-04-26,10477.17,125726,Active,0,0.0,36
SUB-003358,CUS-02244,2022-04-14,2023-04-09,23871.17,286454,At Risk,0,0.0,12
SUB-003359,CUS-02245,2024-12-23,2025-12-18,47017.42,564209,Active,0,7114.14,12
SUB-003360,CUS-02246,2023-04-08,2025-03-28,1960.08,23521,At Risk,0,0.0,24
SUB-003361,CUS-02247,2023-04-22,2024-04-16,502.17,6026,Renewed,0,0.0,12
SUB-003362,CUS-02248,2022-04-18,2024-04-07,23072.92,276875,Renewed,0,0.0,24
SUB-003363,CUS-02248,2024-04-09,2025-04-04,23072.92,276875,Active,0,0.0,12
SUB-003364,CUS-02249,2022-07-25,2023-07-20,10906.08,130873,Active,0,0.0,12
SUB-003365,CUS-02250,2024-04-26,2025-04-21,1241.08,14893,Churned,1,0.0,12
SUB-003366,CUS-02251,2023-11-08,2025-10-28,725.5,8706,At Risk,0,0.0,24
SUB-003367,CUS-02252,2024-08-25,2025-08-20,16250.25,195003,At Risk,0,0.0,12
SUB-003368,CUS-02252,2025-09-04,2026-08-30,16250.25,195003,Active,0,0.0,12
SUB-003369,CUS-02253,2022-07-25,2025-07-09,4832.67,57992,At Risk,0,0.0,36
SUB-003370,CUS-02253,2025-07-11,2027-07-01,4832.67,57992,Active,0,0.0,24
SUB-003371,CUS-02254,2022-10-09,2025-09-23,5735.0,68820,At Risk,0,0.0,36
SUB-003372,CUS-02254,2025-09-30,2027-09-20,5735.0,68820,Active,0,0.0,24
SUB-003373,CUS-02254,2027-09-27,2028-09-21,5735.0,68820,Active,0,0.0,12
SUB-003374,CUS-02255,2022-01-11,2024-12-26,19868.17,238418,At Risk,0,0.0,36
SUB-003375,CUS-02256,2025-02-01,2026-01-27,9144.58,109735,Active,0,1887.49,12
SUB-003376,CUS-02256,2026-01-28,2029-01-12,9144.58,109735,Active,0,0.0,36
SUB-003377,CUS-02256,2029-01-15,2030-01-10,9144.58,109735,Active,0,0.0,12
SUB-003378,CUS-02257,2022-11-20,2023-11-15,5337.08,64045,At Risk,0,0.0,12
SUB-003379,CUS-02258,2024-04-13,2025-04-08,3578.17,42938,At Risk,0,0.0,12
SUB-003380,CUS-02259,2024-09-01,2025-08-27,1824.75,21897,Renewed,0,0.0,12
SUB-003381,CUS-02260,2024-09-04,2025-08-30,2124.0,25488,Renewed,0,0.0,12
SUB-003382,CUS-02261,2023-02-13,2024-02-08,6997.25,83967,Active,0,0.0,12
SUB-003383,CUS-02262,2023-08-12,2025-08-01,9549.5,114594,Churned,1,0.0,24
SUB-003384,CUS-02263,2023-10-20,2024-10-14,54160.83,649930,Renewed,0,0.0,12
SUB-003385,CUS-02264,2023-08-08,2024-08-02,2299.58,27595,Churned,1,0.0,12
SUB-003386,CUS-02265,2022-05-02,2023-04-27,14279.67,171356,Churned,1,0.0,12
SUB-003387,CUS-02266,2022-07-03,2023-06-28,17402.83,208834,Renewed,0,0.0,12
SUB-003388,CUS-02266,2023-07-07,2024-07-01,17402.83,208834,Churned,1,0.0,12
SUB-003389,CUS-02267,2025-03-21,2028-03-05,7372.75,88473,Active,0,0.0,36
SUB-003390,CUS-02267,2028-03-15,2029-03-10,7372.75,88473,Active,0,0.0,12
SUB-003391,CUS-02268,2023-04-21,2024-04-15,7306.67,87680,Active,0,0.0,12
SUB-003392,CUS-02268,2024-04-25,2026-04-15,7306.67,87680,Active,0,0.0,24
SUB-003393,CUS-02269,2024-12-31,2027-12-16,734.5,8814,Active,0,0.0,36
SUB-003394,CUS-02270,2022-03-18,2023-03-13,2768.25,33219,Churned,1,0.0,12
SUB-003395,CUS-02270,2023-03-18,2026-03-02,2768.25,33219,Active,0,0.0,36
SUB-003396,CUS-02271,2022-12-25,2023-12-20,735.17,8822,Churned,1,0.0,12
SUB-003397,CUS-02272,2024-05-05,2025-04-30,3690.58,44287,Renewed,0,963.86,12
SUB-003398,CUS-02273,2022-12-27,2023-12-22,1575.0,18900,At Risk,0,0.0,12
SUB-003399,CUS-02274,2022-03-16,2025-02-28,6911.25,82935,At Risk,0,0.0,36
SUB-003400,CUS-02274,2025-03-11,2026-03-06,6911.25,82935,Active,0,0.0,12
SUB-003401,CUS-02274,2026-03-07,2027-03-02,6911.25,82935,Active,0,3441.57,12
SUB-003402,CUS-02275,2024-03-24,2025-03-19,35065.92,420791,At Risk,0,0.0,12
SUB-003403,CUS-02275,2025-03-22,2028-03-06,35065.92,420791,Active,0,9016.79,36
SUB-003404,CUS-02276,2024-10-11,2025-10-06,11299.92,135599,Renewed,0,0.0,12
SUB-003405,CUS-02276,2025-10-14,2026-10-09,11299.92,135599,Active,0,1308.07,12
SUB-003406,CUS-02277,2023-01-17,2024-01-12,17968.42,215621,Churned,1,0.0,12
SUB-003407,CUS-02277,2024-01-19,2025-01-13,17968.42,215621,Churned,1,0.0,12
SUB-003408,CUS-02278,2023-08-16,2025-08-05,1724.92,20699,Active,0,189.11,24
SUB-003409,CUS-02278,2025-08-18,2026-08-13,1724.92,20699,Active,0,740.96,12
SUB-003410,CUS-02279,2022-03-18,2023-03-13,6632.92,79595,Renewed,0,0.0,12
SUB-003411,CUS-02280,2022-01-19,2023-01-14,377.0,4524,Active,0,0.0,12
SUB-003412,CUS-02281,2023-09-04,2025-08-24,1836.5,22038,Renewed,0,0.0,24
SUB-003413,CUS-02281,2025-09-05,2026-08-31,1836.5,22038,Active,0,0.0,12
SUB-003414,CUS-02282,2025-03-09,2026-03-04,1458.25,17499,Active,0,167.82,12
SUB-003415,CUS-02282,2026-03-05,2029-02-17,1458.25,17499,Active,0,0.0,36
SUB-003416,CUS-02283,2025-05-19,2026-05-14,2256.67,27080,Active,0,0.0,12
SUB-003417,CUS-02284,2022-08-08,2025-07-23,769.33,9232,Renewed,0,0.0,36
SUB-003418,CUS-02284,2025-08-04,2026-07-30,769.33,9232,Active,0,0.0,12
SUB-003419,CUS-02285,2023-11-18,2024-11-12,982.17,11786,Renewed,0,0.0,12
SUB-003420,CUS-02286,2023-08-06,2024-07-31,2439.58,29275,Renewed,0,0.0,12
SUB-003421,CUS-02286,2024-08-06,2025-08-01,2439.58,29275,Churned,1,0.0,12
SUB-003422,CUS-02286,2025-08-10,2028-07-25,2439.58,29275,Active,0,0.0,36
SUB-003423,CUS-02287,2024-07-19,2025-07-14,36836.83,442042,Renewed,0,0.0,12
SUB-003424,CUS-02287,2025-07-24,2026-07-19,36836.83,442042,Active,0,0.0,12
SUB-003425,CUS-02287,2026-07-20,2027-07-15,36836.83,442042,Active,0,0.0,12
SUB-003426,CUS-02288,2025-01-17,2026-01-12,2818.67,33824,Active,0,0.0,12
SUB-003427,CUS-02288,2026-01-23,2028-01-13,2818.67,33824,Active,0,0.0,24
SUB-003428,CUS-02289,2024-12-09,2026-11-29,1886.42,22637,Active,0,0.0,24
SUB-003429,CUS-02290,2024-10-08,2025-10-03,461.83,5542,Renewed,0,0.0,12
SUB-003430,CUS-02291,2022-10-02,2023-09-27,10222.08,122665,Renewed,0,0.0,12
SUB-003431,CUS-02291,2023-09-30,2024-09-24,10222.08,122665,At Risk,0,0.0,12
SUB-003432,CUS-02292,2024-10-29,2025-10-24,4819.17,57830,Active,0,0.0,12
SUB-003433,CUS-02293,2024-08-16,2026-08-06,2024.0,24288,Active,0,0.0,24
SUB-003434,CUS-02293,2026-08-21,2027-08-16,2024.0,24288,Active,0,0.0,12
SUB-003435,CUS-02294,2023-07-13,2025-07-02,3757.42,45089,Active,0,0.0,24
SUB-003436,CUS-02294,2025-07-06,2026-07-01,3757.42,45089,Active,0,0.0,12
SUB-003437,CUS-02295,2023-01-30,2024-01-25,1387.92,16655,Churned,1,0.0,12
SUB-003438,CUS-02295,2024-01-31,2027-01-15,1387.92,16655,Active,0,0.0,36
SUB-003439,CUS-02296,2022-08-19,2023-08-14,979.42,11753,Churned,1,0.0,12
SUB-003440,CUS-02297,2023-11-09,2025-10-29,926.25,11115,Renewed,0,0.0,24
SUB-003441,CUS-02297,2025-11-08,2027-10-29,926.25,11115,Active,0,0.0,24
SUB-003442,CUS-02298,2022-11-29,2025-11-13,866.33,10396,Churned,1,0.0,36
SUB-003443,CUS-02298,2025-11-16,2026-11-11,866.33,10396,Active,0,0.0,12
SUB-003444,CUS-02298,2026-11-20,2029-11-04,866.33,10396,Active,0,0.0,36
SUB-003445,CUS-02299,2024-07-28,2025-07-23,803.0,9636,Churned,1,0.0,12
SUB-003446,CUS-02300,2023-06-11,2026-05-26,3349.5,40194,Active,0,1673.01,36
